,act_fun,batch_size,dropout_frac,n_epochs,neuron_layers,optimizer,patience,tol,weight_decay,F1,Acc
13,<function selu at 0x7f3016337060>,256,0.45,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9737347853939782,0.9498164014687882
149,<function elu at 0x7f3016336fc0>,64,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9733939000648929,0.9498164014687882
143,<function elu at 0x7f3016336fc0>,128,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9728331177231565,0.9485924112607099
148,<function elu at 0x7f3016336fc0>,64,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9727979274611399,0.9485924112607099
5,<function selu at 0x7f3016337060>,256,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9724182168056447,0.9473684210526315
37,<function selu at 0x7f3016337060>,64,0.5,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9717223650385605,0.9461444308445532
47,<function selu at 0x7f3016337060>,64,0.55,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9703989703989704,0.9436964504283966
21,<function selu at 0x7f3016337060>,128,0.5,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9690721649484536,0.9412484700122399
38,<function selu at 0x7f3016337060>,64,0.5,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9680781758957655,0.9400244798041616
160,<function elu at 0x7f3016336fc0>,64,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9679109364767517,0.9400244798041616
22,<function selu at 0x7f3016337060>,128,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9677002583979328,0.9388004895960832
158,<function elu at 0x7f3016336fc0>,64,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9673202614379085,0.9388004895960832
16,<function selu at 0x7f3016337060>,256,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9664082687338501,0.9363525091799265
32,<function selu at 0x7f3016337060>,128,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9660574412532638,0.9363525091799265
159,<function elu at 0x7f3016336fc0>,64,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9658792650918635,0.9363525091799265
15,<function selu at 0x7f3016337060>,256,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9655172413793104,0.9351285189718482
52,<function selu at 0x7f3016337060>,64,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9652002626395273,0.9351285189718482
31,<function selu at 0x7f3016337060>,128,0.45,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9633986928104575,0.9314565483476133
48,<function selu at 0x7f3016337060>,64,0.45,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9633507853403142,0.9314565483476133
23,<function selu at 0x7f3016337060>,128,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.962671905697446,0.9302325581395349
40,<function selu at 0x7f3016337060>,64,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9612606697307945,0.9277845777233782
161,<function elu at 0x7f3016336fc0>,64,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9611074489123269,0.9277845777233782
34,<function selu at 0x7f3016337060>,128,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.9605781865965834,0.9265605875152999
39,<function selu at 0x7f3016337060>,64,0.5,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9599474720945502,0.9253365973072215
17,<function selu at 0x7f3016337060>,256,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9585798816568047,0.9228886168910648
50,<function selu at 0x7f3016337060>,64,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.adamw.AdamW'>,75,1e-05,0.0001,0.958470665787739,0.9228886168910648
33,<function selu at 0x7f3016337060>,128,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9557171183079973,0.9179926560587516
53,<function selu at 0x7f3016337060>,64,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9549668874172186,0.9167686658506732
35,<function selu at 0x7f3016337060>,128,0.45,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9515593895155939,0.9106487148102815
41,<function selu at 0x7f3016337060>,64,0.5,250,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9507978723404256,0.9094247246022031
49,<function selu at 0x7f3016337060>,64,0.45,150,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9500998003992016,0.9082007343941249
51,<function selu at 0x7f3016337060>,64,0.45,200,"[1024, 512, 256, 128, 64, 32, 16, 8, 4]",<class 'torch.optim.rmsprop.RMSprop'>,75,1e-05,0.0001,0.9479305740987984,0.9045287637698899
